id,user_id,branch_code,account_number,balance,opened_at
292,292,3234,6978778,842510,2025-04-22T19:12:05.390761+00:00
293,293,3525,8353716,489886,2024-01-29T16:41:07.390761+00:00
294,294,9382,3137873,1717654,2024-10-18T22:07:31.390761+00:00
295,295,6439,2890963,679460,2025-10-14T00:56:52.390761+00:00
296,296,1079,6985978,856059,2024-03-20T11:38:24.390761+00:00
297,297,3138,6002823,574506,2024-06-09T05:41:52.390761+00:00
298,298,4408,5141850,1025420,2025-04-05T22:22:01.391267+00:00
299,299,7008,4017284,339532,2023-11-15T03:04:23.391267+00:00
300,300,4772,5730351,1389460,2025-08-11T23:47:46.391267+00:00
301,301,9096,6550686,286856,2025-08-15T01:53:46.391267+00:00
302,302,5762,4907252,589951,2023-09-28T09:08:40.391267+00:00
303,303,1889,7842931,172905,2025-02-27T14:31:00.391767+00:00
304,304,9071,9214811,383981,2025-04-11T22:25:10.391767+00:00
305,305,6266,9565262,510902,2023-06-02T23:14:40.391767+00:00
306,306,1047,3741168,777614,2025-06-27T15:21:34.391767+00:00
307,307,7632,8669935,234559,2024-09-23T01:35:08.391767+00:00
308,308,7843,7903137,532373,2024-12-02T16:45:18.392267+00:00
309,309,6657,6586847,115701,2023-04-18T16:33:24.392267+00:00
310,310,5211,6840498,1286472,2025-01-09T07:22:23.392267+00:00
311,311,9527,3936430,1190527,2024-11-16T03:20:56.392267+00:00
312,312,4310,1845228,1033553,2023-03-10T09:41:55.392267+00:00
313,313,6457,4428558,1116785,2025-10-15T05:30:21.392267+00:00
314,314,3690,5255798,1039416,2023-07-20T20:27:46.392767+00:00
315,315,6689,7661116,634289,2024-06-12T12:43:05.392767+00:00
316,316,5787,3418292,30619,2025-05-05T07:20:16.392767+00:00
317,317,3291,9475920,546982,2025-01-30T12:03:04.392767+00:00
318,318,1679,8547624,513748,2023-05-26T02:36:48.392767+00:00
319,319,7884,3376436,1240101,2024-04-08T22:01:16.393267+00:00
320,320,9392,6689750,1634762,2023-09-16T13:12:20.393267+00:00
321,321,6634,5943550,868482,2025-04-21T17:44:22.393267+00:00
322,322,4108,7472869,62109,2024-12-18T19:13:58.393267+00:00
323,323,6385,9218158,420919,2026-01-03T18:21:49.393267+00:00
324,324,4095,6476218,802381,2025-07-08T19:56:10.393267+00:00
325,325,3311,2598747,455765,2024-11-08T10:58:46.393767+00:00
326,326,6721,9821410,1063180,2024-10-07T13:12:22.393767+00:00
327,327,6961,5719106,675575,2024-04-29T17:05:40.393767+00:00
328,328,8673,3590780,257242,2024-01-05T20:52:47.393767+00:00
329,329,1114,1957627,264711,2024-10-30T23:08:14.393767+00:00
330,330,4523,8002654,1186261,2023-08-01T04:28:41.394267+00:00
331,331,7956,2617021,1174830,2025-07-21T07:16:18.394267+00:00
332,332,9122,2246084,238749,2023-12-05T19:40:01.394267+00:00
333,333,4888,8912861,790489,2024-09-24T02:34:01.394267+00:00
334,334,3271,7790629,618603,2025-08-13T08:07:59.394267+00:00
335,335,6414,8810462,881121,2024-08-12T09:49:13.394267+00:00
336,336,8473,4479343,841144,2023-02-16T22:29:54.394767+00:00
337,337,5761,5758875,449542,2024-01-14T20:00:01.394767+00:00
338,338,3483,6137445,508014,2025-03-04T06:46:48.394767+00:00
339,339,8964,2304879,854245,2025-02-12T15:32:01.394767+00:00
340,340,2480,3737614,707289,2024-12-08T02:19:35.394767+00:00
341,341,4176,4377997,973028,2023-08-08T22:32:17.395267+00:00
342,342,6983,5082407,1082355,2023-03-29T01:04:50.395267+00:00
343,343,4397,5050789,213834,2025-10-14T22:04:45.395267+00:00
344,344,5700,3779931,217327,2025-10-01T16:33:19.395267+00:00
345,345,5683,5417219,733854,2025-10-20T13:34:04.395267+00:00
346,346,1186,8507974,317235,2023-06-24T18:58:09.395767+00:00
347,347,9668,8344157,1059838,2023-10-05T01:32:45.395767+00:00
348,348,5231,7945097,1478059,2023-08-02T05:03:55.395767+00:00
349,349,9325,4890610,1300493,2024-08-21T04:19:53.395767+00:00
350,350,8217,2994092,2104977,2025-11-24T06:20:26.395767+00:00
351,351,9373,6085313,683989,2023-03-27T07:07:51.395767+00:00
352,352,6225,9879174,1560045,2023-03-13T04:51:27.396267+00:00
353,353,9045,1482714,920571,2025-10-09T22:44:21.396267+00:00
354,354,3958,9213907,1567968,2023-12-06T23:41:28.396267+00:00
355,355,2455,3344918,526937,2023-11-25T00:17:43.396267+00:00
356,356,6136,6546261,528153,2025-10-22T20:12:18.396267+00:00
357,357,3527,8326922,832793,2023-06-07T21:19:18.396767+00:00
358,358,2783,2258979,1162344,2024-12-23T18:58:22.396767+00:00
359,359,5510,1371006,26339,2023-06-21T11:29:12.396767+00:00
360,360,7559,7265744,564948,2024-02-21T21:50:47.396767+00:00
361,361,1091,6696781,743845,2025-10-05T13:38:30.396767+00:00
362,362,5457,1100773,581586,2023-04-30T20:46:42.397267+00:00
363,363,8153,3712198,1316295,2023-04-06T20:09:01.397267+00:00
364,364,9109,3459864,511779,2023-02-23T14:22:42.397267+00:00
365,365,7221,2436991,1091410,2024-07-19T07:43:43.397267+00:00
366,366,3260,2835530,515714,2025-09-06T01:07:53.397267+00:00
367,367,8293,6483549,825367,2024-03-15T13:47:23.397267+00:00
368,368,5612,9746875,473240,2024-01-10T21:37:45.397267+00:00
369,369,6264,9402697,96743,2024-06-25T06:11:34.397267+00:00
370,370,4391,5174631,327665,2025-11-18T00:11:31.397267+00:00
371,371,6254,4051736,680779,2024-12-20T05:17:17.397267+00:00
372,372,6776,7910284,1290320,2024-02-16T21:02:56.397267+00:00
373,373,6375,8389286,883858,2025-10-12T18:27:49.397267+00:00
374,374,5156,9449287,539252,2023-05-31T16:19:54.398276+00:00
375,375,7882,6750621,353101,2024-05-01T21:49:53.398276+00:00
376,376,8536,8685609,68845,2023-06-19T11:03:40.398276+00:00
377,377,6564,8183218,512348,2025-11-11T23:23:43.398276+00:00
378,378,7660,7488511,353187,2025-03-17T17:39:56.398276+00:00
379,379,5706,9500613,416301,2025-08-09T05:37:01.398783+00:00
380,380,9595,5760434,326552,2025-11-30T04:13:30.398783+00:00
381,381,1498,5937958,242086,2024-11-03T21:56:40.398783+00:00
382,382,3074,5885372,305740,2025-10-11T18:20:58.398783+00:00
383,383,9291,1130722,1192790,2023-02-21T14:45:21.398783+00:00
384,384,9254,6433651,1090995,2026-01-07T02:40:32.399282+00:00
385,385,8775,3656511,119329,2025-07-19T06:40:44.399282+00:00
386,386,1393,7055020,519590,2023-11-09T22:42:57.399282+00:00
387,387,4749,6554932,1078454,2025-10-09T23:59:18.399282+00:00
388,388,9660,5870989,1228148,2024-12-13T04:08:36.399282+00:00
389,389,4650,3845041,116531,2025-05-20T17:42:03.399282+00:00
390,390,8746,2413474,1651916,2023-05-05T03:25:53.399782+00:00
391,391,8087,4493301,90341,2025-06-25T01:17:25.399782+00:00
392,392,7782,2777120,1374806,2024-05-08T10:06:15.399782+00:00
393,393,9359,3608420,653905,2024-07-21T16:32:35.399782+00:00
394,394,2220,9057602,606641,2023-03-06T08:19:07.399782+00:00
395,395,3986,4352998,374525,2024-10-28T17:39:35.399782+00:00
396,396,9729,3508924,1278923,2025-06-21T00:20:04.399782+00:00
397,397,6418,6495078,305904,2024-04-27T18:55:50.399782+00:00
398,398,2034,5966006,631523,2024-07-22T23:57:31.399782+00:00
399,399,2924,7370979,841197,2025-02-08T23:56:58.399782+00:00
400,400,4313,5603830,2088499,2023-05-02T23:46:42.399782+00:00
401,401,6241,3653028,654878,2025-01-30T22:34:28.400792+00:00
402,402,1015,3556048,1525315,2025-11-08T17:22:34.400792+00:00
403,403,4054,7690290,904675,2023-07-14T21:54:26.400792+00:00
404,404,9649,1834864,1845334,2025-03-12T12:50:09.400792+00:00
405,405,3297,5658728,292272,2025-01-15T23:38:20.400792+00:00
406,406,5391,7009363,575563,2025-08-03T17:13:43.400792+00:00
