user_id,postal_code,prefecture,city,address_line1,address_line2,proof_file_path,proof_file_data,status,created_at
242,327-2820,群馬県,匝瑳市,969 伊藤 Street,ハイツ,,,REJECTED,2026-01-26T00:32:54.334737+00:00
250,505-8301,福岡県,品川区,523 高橋 Street,,,,REJECTED,2024-05-11T23:06:20.334737+00:00
250,581-3839,高知県,八丈島八丈町,469 中村 Street,,,,REJECTED,2024-06-03T21:59:42.334737+00:00
251,174-9697,新潟県,山武市,809 鈴木 Street,,,,APPROVED,2024-11-27T12:09:33.334737+00:00
251,317-1266,新潟県,夷隅郡大多喜町,235 橋本 Street,,,,APPROVED,2025-10-05T07:24:18.334737+00:00
252,137-1854,青森県,西多摩郡瑞穂町,026 佐々木 Street,,,,APPROVED,2024-05-11T19:59:26.334737+00:00
252,027-8224,徳島県,八丈島八丈町,880 山田 Street,シティ,,,APPROVED,2025-03-10T10:17:48.334737+00:00
266,980-9543,岩手県,山武市,546 村上 Street,,,,APPROVED,2025-02-04T03:52:06.334737+00:00
269,701-1678,山梨県,国分寺市,498 小川 Street,,,,APPROVED,2024-03-04T09:20:31.334737+00:00
283,135-0554,茨城県,横浜市中区,760 高橋 Street,,,,PENDING,2024-06-28T17:51:05.334737+00:00
283,487-6105,福岡県,横浜市都筑区,281 山本 Street,コーポ,,,REJECTED,2024-12-26T15:30:14.334737+00:00
283,778-9455,和歌山県,香取市,026 中島 Street,,,,PENDING,2025-12-16T16:09:23.334737+00:00
300,573-1846,高知県,長生郡睦沢町,383 山本 Street,シティ,,,APPROVED,2024-04-14T19:01:39.334737+00:00
300,871-4296,福井県,横浜市中区,130 長谷川 Street,,,,APPROVED,2024-05-14T19:18:30.334737+00:00
300,605-9055,宮城県,八王子市,828 近藤 Street,アーバン,,,REJECTED,2024-10-14T23:58:55.334737+00:00
307,105-7800,高知県,富里市,935 清水 Street,コーポ,,,APPROVED,2024-04-06T21:13:16.335237+00:00
307,977-5864,新潟県,府中市,839 加藤 Street,シャルム,,,APPROVED,2024-05-17T03:07:04.335237+00:00
307,363-9945,茨城県,夷隅郡大多喜町,096 村上 Street,,,,PENDING,2024-10-07T18:21:18.335237+00:00
315,808-7019,大分県,横浜市都筑区,165 三浦 Street,,,,APPROVED,2024-05-13T12:15:51.335237+00:00
315,440-6709,奈良県,富里市,068 藤井 Street,,,,APPROVED,2024-08-04T10:47:43.335237+00:00
315,243-6962,福島県,練馬区,691 山本 Street,,,,PENDING,2025-10-27T22:02:47.335237+00:00
319,641-4642,島根県,武蔵野市,721 渡辺 Street,,,,REJECTED,2024-03-22T10:02:29.335237+00:00
330,768-4412,栃木県,横浜市都筑区,830 佐藤 Street,パーク,,,APPROVED,2024-09-06T06:44:33.335237+00:00
330,355-1063,宮崎県,福生市,719 山本 Street,パーク,,,REJECTED,2025-06-26T04:59:09.335237+00:00
331,637-0109,茨城県,葛飾区,786 藤田 Street,パーク,,,REJECTED,2025-05-16T15:52:49.335237+00:00
334,204-3906,熊本県,横浜市中区,061 小川 Street,,,,REJECTED,2025-05-24T03:14:11.335237+00:00
334,942-0959,徳島県,長生郡長南町,424 坂本 Street,,,,APPROVED,2025-07-12T01:09:22.335237+00:00
334,353-7851,山梨県,多摩市,592 高橋 Street,アーバン,,,PENDING,2025-12-19T15:27:25.335237+00:00
336,268-1505,和歌山県,川崎市幸区,947 藤田 Street,,,,APPROVED,2024-06-09T10:45:12.335237+00:00
347,034-1930,新潟県,白井市,190 伊藤 Street,,,,REJECTED,2024-11-17T01:20:11.335237+00:00
347,998-6036,山形県,香取市,621 伊藤 Street,,,,REJECTED,2024-12-28T23:26:20.335237+00:00
356,588-2454,沖縄県,長生郡一宮町,082 遠藤 Street,,,,APPROVED,2025-03-24T20:57:44.335237+00:00
359,752-0509,神奈川県,印旛郡印旛村,061 山田 Street,クレスト,,,REJECTED,2024-12-04T01:38:06.335237+00:00
374,385-5128,山口県,山武郡横芝光町,700 藤井 Street,コート,,,REJECTED,2024-04-08T04:32:51.335237+00:00
374,082-4586,徳島県,世田谷区,101 石井 Street,ハイツ,,,PENDING,2024-04-26T09:15:17.335237+00:00
374,350-6916,佐賀県,大島町,983 鈴木 Street,,,,APPROVED,2024-11-08T09:39:25.335237+00:00
375,033-7323,富山県,足立区,620 斎藤 Street,,,,REJECTED,2024-02-21T17:39:19.335237+00:00
375,558-4937,岡山県,八王子市,020 石川 Street,パレス,,,APPROVED,2025-04-03T15:06:07.335237+00:00
375,673-2602,石川県,横浜市都筑区,137 田中 Street,,,,PENDING,2025-07-03T18:55:43.335237+00:00
376,056-0596,山形県,横浜市鶴見区,474 佐藤 Street,,,,REJECTED,2024-11-23T10:32:36.335737+00:00
376,111-0682,群馬県,大島町,882 佐藤 Street,,,,PENDING,2025-02-07T20:14:59.335737+00:00
376,734-8201,栃木県,大網白里市,585 高橋 Street,ハイツ,,,APPROVED,2025-10-28T22:22:08.335737+00:00
377,640-7410,島根県,武蔵村山市,794 佐々木 Street,アーバン,,,REJECTED,2024-07-08T15:59:49.335737+00:00
377,074-8794,岡山県,武蔵野市,113 松本 Street,シティ,,,APPROVED,2025-04-20T06:08:23.335737+00:00
380,851-7248,秋田県,小金井市,447 鈴木 Street,,,,REJECTED,2026-01-23T15:45:10.335737+00:00
381,722-3372,静岡県,八丈島八丈町,327 山崎 Street,,,,APPROVED,2025-07-26T19:06:51.335737+00:00
388,489-2675,岡山県,荒川区,375 中島 Street,シティ,,,APPROVED,2024-10-30T08:36:27.335737+00:00
388,675-3277,神奈川県,南房総市,567 伊藤 Street,,,,PENDING,2024-12-26T22:19:30.335737+00:00
398,106-3858,山形県,印旛郡酒々井町,625 中村 Street,,,,REJECTED,2024-10-20T23:59:12.335737+00:00
398,098-4865,宮崎県,大田区,410 伊藤 Street,パーク,,,REJECTED,2025-06-19T09:11:17.335737+00:00
398,206-9501,鹿児島県,利島村,726 伊藤 Street,アーバン,,,APPROVED,2025-09-05T01:41:48.335737+00:00
405,015-5787,北海道,三宅島三宅村,572 中村 Street,,,,APPROVED,2024-10-13T15:06:32.335737+00:00
410,083-6718,北海道,夷隅郡大多喜町,133 中島 Street,ハイツ,,,REJECTED,2025-11-21T19:52:29.335737+00:00
417,224-3498,岐阜県,横浜市神奈川区,144 加藤 Street,,,,APPROVED,2025-09-16T03:21:10.335737+00:00
421,464-7068,埼玉県,香取市,031 山口 Street,クレスト,,,APPROVED,2025-03-27T20:25:22.335737+00:00
421,821-5667,岡山県,三鷹市,221 中村 Street,ハイツ,,,PENDING,2025-04-15T21:24:20.335737+00:00
421,661-5627,千葉県,台東区,068 長谷川 Street,アーバン,,,PENDING,2025-07-26T23:06:08.335737+00:00
425,842-7459,愛媛県,杉並区,721 高橋 Street,,,,PENDING,2024-12-26T00:08:54.335737+00:00
444,027-2344,滋賀県,中央区,044 福田 Street,シティ,,,APPROVED,2024-05-09T15:13:09.336237+00:00
444,181-1960,石川県,長生郡長南町,652 佐藤 Street,,,,REJECTED,2025-06-10T03:52:47.336237+00:00
444,938-5141,北海道,横浜市港南区,768 松本 Street,,,,REJECTED,2025-12-19T20:56:52.336237+00:00
450,633-8213,群馬県,横浜市金沢区,924 長谷川 Street,,,,PENDING,2025-04-27T19:37:19.336237+00:00
450,852-9872,岩手県,日野市,099 伊藤 Street,クレスト,,,APPROVED,2025-07-24T13:29:45.336237+00:00
458,585-2421,岩手県,福生市,721 高橋 Street,,,,APPROVED,2024-02-28T17:41:03.336237+00:00
461,140-1033,青森県,横浜市栄区,490 高橋 Street,コーポ,,,PENDING,2025-10-27T07:20:04.336237+00:00
464,287-0723,京都府,浦安市,194 池田 Street,クレスト,,,APPROVED,2025-03-03T11:47:29.336237+00:00
464,253-9545,石川県,いすみ市,173 遠藤 Street,コーポ,,,APPROVED,2025-06-12T22:05:58.336237+00:00
464,918-2608,三重県,川崎市川崎区,135 佐々木 Street,,,,APPROVED,2025-07-21T19:44:18.336237+00:00
466,759-1387,香川県,香取郡神崎町,096 阿部 Street,,,,PENDING,2025-01-27T20:02:22.336237+00:00
467,348-3215,徳島県,いすみ市,601 近藤 Street,,,,PENDING,2024-08-13T17:59:54.336237+00:00
467,786-5238,山梨県,台東区,422 吉田 Street,,,,APPROVED,2024-11-18T09:57:29.336237+00:00
467,803-0237,福島県,山武市,185 森 Street,シティ,,,REJECTED,2026-01-31T14:31:02.336237+00:00
468,059-1617,佐賀県,豊島区,812 佐藤 Street,,,,PENDING,2025-03-30T21:30:31.336237+00:00
468,279-1353,大分県,青梅市,192 山下 Street,,,,REJECTED,2025-04-04T15:23:06.336237+00:00
468,586-6906,沖縄県,西東京市,567 山本 Street,,,,APPROVED,2026-02-04T15:38:50.336237+00:00
472,802-4115,大阪府,国分寺市,895 山田 Street,アーバン,,,PENDING,2025-09-21T15:26:53.336237+00:00
479,043-9938,栃木県,西多摩郡檜原村,736 渡辺 Street,パレス,,,PENDING,2024-03-30T19:56:03.336237+00:00
482,482-3408,福岡県,杉並区,130 松本 Street,アーバン,,,APPROVED,2024-03-19T22:53:24.336237+00:00
489,324-3841,北海道,長生郡睦沢町,492 渡辺 Street,,,,REJECTED,2024-08-30T09:22:03.336237+00:00
496,685-7871,群馬県,袖ケ浦市,035 中村 Street,,,,REJECTED,2025-01-23T17:06:04.336237+00:00
500,098-6271,長崎県,横浜市神奈川区,538 高橋 Street,クレスト,,,APPROVED,2024-04-30T02:55:43.336737+00:00
500,113-7695,千葉県,山武郡九十九里町,602 佐藤 Street,アーバン,,,PENDING,2024-12-20T10:59:53.336737+00:00
500,062-9684,愛媛県,香取郡東庄町,317 林 Street,クレスト,,,APPROVED,2025-09-17T23:35:22.336737+00:00
501,186-2834,山形県,安房郡鋸南町,951 佐藤 Street,シャルム,,,APPROVED,2025-01-23T05:03:26.336737+00:00
535,752-5019,熊本県,御蔵島村,066 高橋 Street,シティ,,,APPROVED,2025-01-20T12:31:42.336737+00:00
535,689-5571,滋賀県,八王子市,195 橋本 Street,,,,APPROVED,2025-09-03T01:51:46.336737+00:00
536,578-6114,鳥取県,川崎市宮前区,961 青木 Street,,,,APPROVED,2024-10-09T12:56:49.336737+00:00
536,504-6263,岩手県,印旛郡酒々井町,509 高橋 Street,コート,,,REJECTED,2025-07-05T02:22:31.336737+00:00
537,690-1420,京都府,山武郡横芝光町,969 中村 Street,,,,PENDING,2025-06-16T07:12:46.336737+00:00
537,641-9097,静岡県,長生郡長生村,889 田中 Street,,,,APPROVED,2025-12-22T06:44:13.336737+00:00
539,195-3788,滋賀県,印西市,390 清水 Street,ハイツ,,,PENDING,2024-04-15T10:47:13.336737+00:00
539,448-7482,宮城県,横浜市栄区,362 渡辺 Street,,,,APPROVED,2024-08-02T14:14:02.336737+00:00
539,778-4968,山形県,大田区,927 長谷川 Street,シティ,,,PENDING,2025-08-19T11:02:52.336737+00:00
555,694-9085,奈良県,大島町,354 木村 Street,,,,PENDING,2024-12-08T03:14:01.336737+00:00
555,197-9054,茨城県,稲城市,301 近藤 Street,,,,APPROVED,2025-07-26T03:44:45.336737+00:00
555,393-1360,大分県,八街市,248 近藤 Street,,,,PENDING,2025-10-26T11:14:46.336737+00:00
563,016-2700,鹿児島県,小平市,482 阿部 Street,,,,PENDING,2024-09-13T23:23:31.336737+00:00
571,894-9216,神奈川県,大田区,283 藤田 Street,,,,APPROVED,2024-05-01T20:08:53.336737+00:00
578,435-2090,千葉県,三宅島三宅村,153 渡辺 Street,,,,REJECTED,2024-04-02T00:56:28.336737+00:00
578,189-1480,岡山県,小笠原村,143 山崎 Street,,,,APPROVED,2024-08-29T09:33:54.336737+00:00
578,535-6453,徳島県,西東京市,688 遠藤 Street,,,,REJECTED,2025-09-02T00:35:09.336737+00:00
584,642-6918,鹿児島県,国立市,902 山本 Street,シティ,,,PENDING,2024-04-09T14:06:14.336737+00:00
595,864-4094,神奈川県,君津市,114 山本 Street,,,,REJECTED,2024-07-13T01:52:58.336737+00:00
595,750-6518,香川県,横浜市鶴見区,364 中島 Street,クレスト,,,APPROVED,2025-01-15T09:02:03.336737+00:00
595,501-0989,奈良県,川崎市川崎区,935 松本 Street,パレス,,,PENDING,2025-12-06T22:08:17.336737+00:00
598,769-6655,山口県,長生郡長生村,528 高橋 Street,,,,APPROVED,2024-10-29T11:17:27.336737+00:00
598,771-6625,宮崎県,我孫子市,471 岡本 Street,,,,APPROVED,2025-11-05T08:12:56.336737+00:00
606,482-4455,福井県,横浜市港南区,486 渡辺 Street,,,,APPROVED,2024-04-12T18:20:03.336737+00:00
607,165-7816,栃木県,小平市,074 鈴木 Street,パレス,,,APPROVED,2024-03-18T23:16:34.336737+00:00
607,132-1419,和歌山県,夷隅郡大多喜町,922 森 Street,,,,PENDING,2025-03-25T14:55:52.336737+00:00
607,877-9872,山口県,西多摩郡瑞穂町,739 高橋 Street,,,,PENDING,2025-08-15T10:05:29.336737+00:00
608,481-9491,滋賀県,川崎市宮前区,654 鈴木 Street,,,,PENDING,2024-09-27T20:14:45.336737+00:00
608,376-0154,千葉県,武蔵村山市,935 青木 Street,シティ,,,REJECTED,2025-08-01T07:11:58.336737+00:00
614,441-5866,愛媛県,山武郡横芝光町,823 田中 Street,,,,PENDING,2024-04-05T13:25:00.336737+00:00
614,843-4583,和歌山県,印旛郡印旛村,082 松田 Street,,,,APPROVED,2024-12-23T20:00:58.336737+00:00
621,493-8844,新潟県,横浜市戸塚区,804 三浦 Street,シャルム,,,APPROVED,2025-01-29T02:20:55.336737+00:00
621,854-3734,香川県,墨田区,263 小川 Street,ハイツ,,,PENDING,2025-06-13T03:53:45.336737+00:00
621,933-3586,香川県,杉並区,800 小林 Street,シャルム,,,REJECTED,2025-10-05T18:50:15.336737+00:00
631,876-7545,広島県,長生郡白子町,945 中川 Street,コーポ,,,PENDING,2024-07-16T06:17:20.336737+00:00
631,837-8819,福岡県,昭島市,164 佐藤 Street,パレス,,,REJECTED,2024-10-31T06:09:06.336737+00:00
631,317-4689,福岡県,富里市,452 遠藤 Street,コート,,,APPROVED,2025-09-17T12:32:42.336737+00:00
641,781-1860,奈良県,三鷹市,066 清水 Street,アーバン,,,APPROVED,2024-02-22T01:29:11.336737+00:00
641,194-4673,北海道,国分寺市,796 遠藤 Street,ハイツ,,,APPROVED,2025-01-12T12:21:40.336737+00:00
642,916-2285,大分県,清瀬市,622 佐藤 Street,,,,PENDING,2024-09-10T21:06:40.337744+00:00
642,744-6518,東京都,北区,926 林 Street,,,,PENDING,2025-11-15T18:11:53.337744+00:00
652,733-6032,青森県,羽村市,897 山下 Street,,,,REJECTED,2025-06-13T23:15:01.337744+00:00
670,867-3524,香川県,御蔵島村,702 山崎 Street,,,,APPROVED,2025-03-01T02:34:14.337744+00:00
670,704-5987,宮崎県,国分寺市,054 遠藤 Street,,,,PENDING,2025-04-27T07:00:18.337744+00:00
670,977-2657,広島県,板橋区,024 橋本 Street,,,,PENDING,2025-06-23T10:10:59.337744+00:00
677,873-1823,宮城県,我孫子市,049 伊藤 Street,,,,PENDING,2025-09-30T03:28:48.337744+00:00
677,722-8792,高知県,新島村,544 長谷川 Street,ハイツ,,,PENDING,2025-12-10T19:10:04.337744+00:00
683,823-8053,千葉県,山武市,586 斎藤 Street,,,,REJECTED,2025-05-30T12:41:03.337744+00:00
694,734-5358,福岡県,川崎市中原区,034 高橋 Street,コート,,,APPROVED,2025-07-10T20:43:18.337744+00:00
699,993-0060,群馬県,我孫子市,391 後藤 Street,アーバン,,,PENDING,2025-03-28T13:24:43.337744+00:00
718,152-8816,奈良県,台東区,078 佐藤 Street,,,,APPROVED,2024-11-07T05:59:20.337744+00:00
718,723-4570,島根県,横浜市金沢区,374 渡辺 Street,,,,REJECTED,2025-04-22T10:42:43.337744+00:00
718,259-6413,岡山県,長生郡白子町,070 高橋 Street,,,,REJECTED,2025-12-31T01:07:17.337744+00:00
728,635-6829,広島県,夷隅郡御宿町,412 鈴木 Street,パーク,,,APPROVED,2024-06-03T04:19:15.337744+00:00
729,241-0336,徳島県,江東区,155 中島 Street,,,,PENDING,2024-11-08T11:06:31.337744+00:00
729,343-9607,新潟県,中野区,838 佐々木 Street,,,,REJECTED,2025-07-29T01:02:26.337744+00:00
730,117-1387,佐賀県,日野市,802 山田 Street,,,,APPROVED,2024-10-23T15:13:47.337744+00:00
730,185-1392,愛媛県,西多摩郡奥多摩町,834 加藤 Street,コート,,,REJECTED,2025-01-11T08:15:54.337744+00:00
735,395-6195,山形県,国立市,570 小林 Street,,,,APPROVED,2025-06-29T17:59:07.338251+00:00
735,268-2346,愛知県,国立市,485 山本 Street,,,,APPROVED,2025-08-23T14:20:59.338251+00:00
735,471-8566,長崎県,大網白里市,460 山崎 Street,パレス,,,REJECTED,2025-09-16T14:03:23.338251+00:00
737,233-2084,宮城県,日野市,063 佐藤 Street,,,,PENDING,2024-05-16T05:15:10.338251+00:00
737,055-2683,福井県,印旛郡印旛村,930 松本 Street,,,,REJECTED,2024-08-14T08:15:32.338251+00:00
739,370-6673,山形県,国立市,966 渡辺 Street,コーポ,,,PENDING,2024-09-26T08:54:45.338251+00:00
746,162-7954,千葉県,横浜市泉区,605 池田 Street,シティ,,,REJECTED,2024-05-29T14:26:44.338251+00:00
746,751-8371,富山県,横浜市南区,176 伊藤 Street,クレスト,,,APPROVED,2025-05-31T15:08:27.338251+00:00
755,331-2849,大分県,国立市,514 加藤 Street,パーク,,,REJECTED,2024-05-31T13:30:29.338251+00:00
760,312-2492,佐賀県,墨田区,098 伊藤 Street,ハイツ,,,APPROVED,2025-06-21T08:20:43.338251+00:00
760,312-3969,愛媛県,山武市,371 吉田 Street,コート,,,PENDING,2025-09-21T07:10:42.338251+00:00
763,650-5882,東京都,長生郡長南町,590 佐藤 Street,,,,PENDING,2025-07-29T22:57:56.338251+00:00
779,121-5130,千葉県,東村山市,202 鈴木 Street,,,,APPROVED,2024-08-24T15:52:05.338251+00:00
784,499-0294,東京都,長生郡長生村,649 阿部 Street,クレスト,,,REJECTED,2025-02-02T07:15:33.338251+00:00
784,064-3334,静岡県,横浜市鶴見区,816 斉藤 Street,,,,REJECTED,2025-03-14T19:33:02.338251+00:00
791,821-5193,兵庫県,港区,932 高橋 Street,,,,PENDING,2024-06-06T04:48:55.338251+00:00
791,770-0048,東京都,御蔵島村,515 佐々木 Street,ハイツ,,,APPROVED,2024-09-15T05:56:12.338251+00:00
791,026-0779,宮城県,横浜市緑区,201 吉田 Street,コーポ,,,REJECTED,2024-10-31T19:29:42.338251+00:00
812,477-6063,広島県,足立区,859 山口 Street,,,,APPROVED,2024-03-21T12:36:24.338251+00:00
822,846-5265,茨城県,あきる野市,747 斉藤 Street,ハイツ,,,PENDING,2024-07-04T09:20:15.338251+00:00
832,088-8193,東京都,横浜市瀬谷区,267 小林 Street,パーク,,,PENDING,2024-05-17T23:27:29.338748+00:00
832,394-6717,京都府,長生郡長南町,300 佐藤 Street,ハイツ,,,PENDING,2024-06-24T04:32:18.338748+00:00
